,Number,Name_of_Covered_Entity,Industry_Type,State,Business_Associate_Involved,Individuals_Affected,Date_of_Breach,Type_of_Breach,Location_of_Breached_Information,Date_Posted_or_Updated,Summary,breach_start,breach_end,year
974,973,"QBE Holdings, Inc.",Insurance,NY,"StayWell Health Management, LLC",1746,05/09/2012,Unauthorized Access/Disclosure,Network Server,21/04/2014,,09/05/2012,NA,2012
975,974,Berea College,Education,KY,,1000,24/01/2012,Other,Electronic Medical Record,21/04/2014,,24/01/2012,NA,2012
1002,1001,"Amerigroup Texas, Inc. ",Government,VA,"Amerigroup Texas, Inc. ",75026,04/01/2012,Theft,Paper,13/05/2014,,01/04/2012,NA,2012
1028,1027,Reading Health System,Healthcare,PA,,1845,03/02/2012,Loss,Paper,27/05/2014,,02/03/2012,NA,2012
1031,1030,The City of Henderson,Healthcare,KY,KEYSTONE INSURERS GROUP,1008,27/06/2012,Other,E-mail,27/05/2014,,27/06/2012,NA,2012
239,238,Green River District Health Department,Healthcare,KY,Integranetics,18871,01/12/2011,Hacking/IT Incident,Network Server,23/01/2014,,12/01/2011,NA,2011
240,239,"Ortho Montana, PSC",Healthcare,MT,,37000,01/08/2011,Theft,Laptop,14/02/2014,,08/01/2011,NA,2011
241,240,Cancer Care Northwest P.S.,Healthcare,WA,,3100,01/07/2011,Theft,Paper,30/06/2014,"The covered entity (CE) accidentally mailed the protected health information (PHI) of approximately 3,100 individuals to other individuals when a mail-merge process mismatched names and addresses.  The PHI involved in the breach included names and indicated that the individuals were patients of the CE.  Following the breach, the CE implemented additional safeguards, as well as policies and procedures to ensure mailing list accuracy.  As a result of this incident, OCR required the CE to train its workforce members on its newly developed policies and procedures.  Additionally, OCR provided technical assistance regarding substitute breach notification methods, including a conspicuous posting on the CE's website.",07/01/2011,NA,2011
245,244,Walgreen Co.,Retail,IL,Business Express,2700,26/01/2011,Theft,Other Portable Electronic Device,10/06/2014,,26/01/2011,NA,2011
246,245,"Charleston Area Medical Center, Inc",Healthcare,WV,Xforia Web Services,3655,02/08/2011,Unauthorized Access/Disclosure,Network Server,23/01/2014,,08/02/2011,NA,2011
249,248,Henry Ford Hospital,Healthcare,MI,,2777,31/01/2011,Loss,Other Portable Electronic Device,23/01/2014,,31/01/2011,NA,2011
254,253,"Omnicare, Inc",Healthcare,KY,,8845,19/01/2011,Theft,Laptop,23/01/2014,,19/01/2011,NA,2011
256,255,University of Missouri Health Plan,Healthcare,MO,"Coventry Health Care, Inc.",765,01/10/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,10/01/2011,NA,2011
258,257,NYU School of Medicine Faculty Group Practice,Healthcare,NY,,670,27/01/2011,Theft,Desktop Computer,19/06/2014,"An unencrypted desktop computer that contained the electronic protected health information (ePHI) of 670 individuals was stolen from the covered entity (CE), NYU Langone Medical Center.  The ePHI included names, diagnoses, the results of diagnostic tests, and clinical information.  Upon discovery of the breach, the CE filed a police report and provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE directed staff to store ePHI on network servers and not on desktops.  In addition, the CE improved physical security by installing a locking device to secure the desktop computer and a latch guard on the office door.  The CE retrained all staff on its policies and procedures for HIPAA and HITECH compliance.",27/01/2011,NA,2011
259,258,"Rape & Brooks Orthodontics, P.C.",Healthcare,AL,,20744,02/03/2011,Theft,Other,23/01/2014,,03/02/2011,NA,2011
261,260,County of Los Angeles,Government,CA,,667,23/02/2011,Theft,Laptop,23/01/2014,,23/02/2011,NA,2011
262,261,EISENHOWER MEDICAL CENTER,Healthcare,CA,,514330,03/11/2011,Theft,Desktop Computer,23/01/2014,,11/03/2011,NA,2011
263,262,Catholic Social Services,Community Services,AK,Trisha Elaine Cordova,1700,02/01/2011,Theft,Laptop,30/06/2014,"A personal laptop computer containing the electronic protected health information (ePHI) of 1,700 individuals and approximately 493 adoption home studies was stolen from a contractor's vehicle.  The ePHI involved included names, addresses, phone numbers, dates of birth, driver's license numbers, health information, and social security numbers.  At the time of the breach, the covered entity (CE) did not have a business associate (BA) contract with the contractor.  Following OCR's investigation, the CE developed policies and procedures for obtaining BA contracts as required by the Privacy Rule and verified that the contractor no longer had a business relationship with the CE.  OCR obtained assurances that breach notification was provided to the affected individuals, HHS, and the media.",01/02/2011,NA,2011
264,263,"Park Avenue Obstetrics & Gynecology, PC",Healthcare,AZ,,635,25/03/2011,Theft,Other Portable Electronic Device,23/01/2014,,25/03/2011,NA,2011
265,264,"Brian J Daniels D.D.S.,Paul R Daniels D.D.S.",Healthcare,AZ,,10000,03/01/2011,Theft,Other Portable Electronic Device,23/01/2014,,01/03/2011,NA,2011
266,265,MidState Medical Center,Healthcare,CT,Hartford Hospital,93500,14/02/2011,Loss,Other,23/01/2014,,14/02/2011,NA,2011
267,266,"Patient Care Services at Saint Francis, Inc.",Healthcare,OK,,84000,13/01/2011,Theft,Network Server,13/03/2014,,13/01/2011,NA,2011
268,267,Union Security Insurance Company,Insurance,MO,,935,18/02/2011,Unauthorized Access/Disclosure,Other,23/01/2014,,18/02/2011,NA,2011
269,268,Oklaholma State Dept. of Health,Healthcare,OK,,132940,04/06/2011,Theft,Paper,23/04/2014,,06/04/2011,NA,2011
270,269,Aiken Community Based Outpatient Clinic,Healthcare,SC,,2717,16/02/2011,Improper Disposal,Paper,23/01/2014,,16/02/2011,NA,2011
271,270,"Health Net, Inc.",Healthcare,CA,IBM,1900000,21/01/2011,Unknown,Other,23/01/2014,,21/01/2011,NA,2011
273,272,Fairview Health Services,Healthcare,MN,,1215,19/02/2011,Loss,Paper,23/01/2014,,19/02/2011,NA,2011
274,273,Time Insurance Company,Insurance,WI,"Healthcare Solutions Team, LLC",675,02/01/2011,Unauthorized Access/Disclosure,Other,23/04/2014,,01/02/2011,NA,2011
275,274,Community Action partnership of Natrona County,Community Services,WY,,15000,23/02/2011,Hacking/IT Incident,Desktop Computer,23/01/2014,,23/02/2011,NA,2011
276,275,"Keith & Fisher, DDS, PA",Dental,NC,,6000,16/02/2011,Hacking/IT Incident,Network Server,23/01/2014,,16/02/2011,NA,2011
277,276,MacNeal Hospital,Healthcare,IL,,845,03/10/2011,Hacking/IT Incident,Network Server,24/03/2014,,10/03/2011,NA,2011
278,277,West Lake Hospital ,Healthcare,IL,,686,03/10/2011,Hacking/IT Incident,E-mail,24/03/2014,,10/03/2011,NA,2011
279,278,Phoenix Health Plan,Healthcare,AZ,,9393,03/10/2011,Hacking/IT Incident,Desktop Computer,23/04/2014,,10/03/2011,NA,2011
280,279,MacNeal Physician Group,Healthcare,IL,,532,03/10/2011,Hacking/IT Incident,E-mail,24/03/2014,,10/03/2011,NA,2011
281,280,Genesis Clinical Laboratory,Healthcare,IL,,1070,03/10/2011,Hacking/IT Incident,E-mail,24/03/2014,,10/03/2011,NA,2011
283,282,Speare Memorial Hospital,Healthcare,NH,,5960,04/02/2011,Theft,Laptop,13/03/2014,,02/04/2011,NA,2011
284,283,Methodist Charlton Medical Center,Healthcare,TX,,1500,16/04/2011,Theft,Laptop,23/01/2014,"An unencrypted laptop was stolen from a locked office in the hospital.  The laptop contained the PHI of 1523 patients. The protected health information involved in the breach contained demographic and clinical data. Following the breach, the CE filed a police report, notified affected patients and notified the media. Additionally, the CE expanded its encryption policy to include more laptops and implemented additional physical safeguards.

",16/04/2011,NA,2011
285,284,Drs Edalji and Komer,Healthcare,MA,,563,04/12/2011,Theft,Laptop,23/01/2014,,12/04/2011,NA,2011
286,285,Reid Hospital & Health Care Services,Healthcare,IN,,22001,04/02/2011,Theft,Laptop,23/01/2014,,02/04/2011,NA,2011
287,286,Union Security Insurance Company,Insurance,MO,,850,24/03/2011,Unauthorized Access/Disclosure,Other,23/01/2014,,24/03/2011,NA,2011
289,288,"MMM Healthcare, Inc.",Healthcare,PR,,32390,03/08/2011,Theft,Desktop Computer,23/01/2014,,08/03/2011,NA,2011
290,289,PMC Medicare Choice,Insurance,PR,,24361,03/08/2011,Theft,Desktop Computer,23/01/2014,,08/03/2011,NA,2011
291,290,CVS CAREMARK,Retail,AZ,,654,17/01/2011,Unauthorized Access/Disclosure,Paper,23/04/2014,,17/01/2011,NA,2011
292,291,CENTER FOR ARTHRITIS & RHEUMATIC DISEASES,Healthcare,FL,,8000,01/01/2011,Theft,Paper,23/01/2014,,01/01/2011,NA,2011
293,292,"Robert B. Miller, MD",Healthcare,CA,,620,04/01/2011,Theft,Laptop,23/01/2014,,01/04/2011,NA,2011
294,293,Imaging Center of Garland,Healthcare,TX,,1031,15/03/2011,Improper Disposal,Other,23/01/2014,,15/03/2011,NA,2011
295,294,New York State Department of Health,Healthcare,NY,St. Mary's Hospital for Children,550,17/04/2011,Theft,Paper,03/06/2014,"A bag containing 43 pages of protected health information (PHI) of 550 nursing home residents and an encrypted laptop computer were stolen from the vehicle of an employee of the covered entity's (CE) business associate (BA).  The PHI included names, dates of birth, gender identities, names of the nursing homes, and Medicaid numbers.  Upon discovery of the breach, the CE filed a police report and provided breach notification to HHS, the media, and all affected individuals, as well as offering one year of free identity theft protection.  Following OCR's investigation, the CE's BA terminated the employee and re-trained its staff on its privacy and security policies, including not leaving laptops in unoccupied vehicles.  In addition, the CE reminded all contractors about the need to safeguard confidential information, and reviewed the BA's contractual obligations relating to safeguarding PHI.   The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",17/04/2011,NA,2011
296,295,St. Mary's Hospital for Children,Healthcare,NY,,550,17/04/2011,Theft,Paper,02/06/2014,"A laptop computer containing the protected health information (PHI) of approximately 550 individuals was stolen from the vehicle of the business associate's (BA) workforce member.  The PHI included names, dates of birth, gender identities, names of nursing homes, and Medicaid numbers of the covered entity's (CE) patients.  Following the breach, the BA terminated the employee who was involved in the breach and provided credit monitoring services to the affected individuals.  The BA also re-trained its staff.  Following OCR's investigation, the CE and the BA reviewed the BA's contractual obligations relating to PHI during an in-person meeting.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",17/04/2011,NA,2011
297,296,Medicare Fee-for-Service Program,Healthcare,MD,"Cahaba Government Benefit Administrators, LLC",13412,04/11/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,11/04/2011,NA,2011
298,297,VA Caribbean Healthcare System,Healthcare,PR,,6006,30/03/2011,Theft,Paper,19/06/2014,"An employee of the covered entity (CE), VA Caribbean Healthcare System, left documents containing the protected health information (PHI) of 6,006 individuals in an unsecure bag at a nursing station.  The PHI included names, social security numbers, patient care assignments, patient counts and patient census lists.  Upon discovery of the breach, the CE secured the PHI and provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE disciplined and retrained the employee and implemented a procedure that nursing leadership is required to conduct rounds on wards once vacated.  The CE also retrained all staff on its privacy and security policies and procedures.",30/03/2011,NA,2011
300,299,Spartanburg Regional Healthcare System,Healthcare,SC,,400000,28/03/2011,Theft,Desktop Computer,23/01/2014,,28/03/2011,NA,2011
301,300,Saint Joseph - Berea,Healthcare,KY,,1986,14/04/2011,Theft,Other Portable Electronic Device,23/04/2014,,14/04/2011,NA,2011
302,301,Navos,Healthcare,WA,,2700,15/03/2011,Unknown,Paper,23/01/2014,,15/03/2011,NA,2011
303,302,"Dunes Family Health Care, P.C",Healthcare,OR,Lower Umpqua Hospital,17000,03/11/2011,Theft,Other,14/02/2014,,11/03/2011,NA,2011
304,303,"Metropolitan Community Health Services, Inc.",Healthcare,NC,,1263,18/05/2011,Unknown,E-mail,23/04/2014,,18/05/2011,NA,2011
305,304,TUBA CITY REGIONAL HEALTH CARE CORPORATION,Healthcare,AZ,,2000,04/01/2011,Loss,Paper,23/01/2014,,01/04/2011,NA,2011
306,305,"FOOTHILLS NEPHROLOGY, PC",Healthcare,SC,,1280,28/04/2011,Theft,Other Portable Electronic Device,23/01/2014,,28/04/2011,NA,2011
307,306,Sutter Gould Medical Foundation (SGMF),Healthcare,CA,Fidelity National Technology Imaging (FNTI),1192,23/05/2011,Loss,Paper,23/01/2014,,23/05/2011,NA,2011
308,307,Silverpop Systems Inc. Health and Welfare Plan,Healthcare,GA,,884,15/04/2011,Theft,Laptop,23/01/2014,,15/04/2011,NA,2011
309,308,New River Health Association,Healthcare,WV,,950,04/01/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,01/04/2011,NA,2011
310,309,HealthCare Partners,Healthcare,CA,,15677,17/04/2011,Theft,Desktop Computer,23/01/2014,,17/04/2011,NA,2011
311,310,"Gene S. J. Liaw, MD. PS",Healthcare,WA,,1105,04/04/2011,Loss,Other Portable Electronic Device,23/01/2014,,04/04/2011,NA,2011
312,311,Blue Cross and Blue Shield of Florida ,Insurance,FL,,3463,04/11/2011,Unauthorized Access/Disclosure,Other,23/01/2014,,11/04/2011,NA,2011
313,312,"NOL, LLC d/b/a Premier Radiology",Healthcare,TN,,810,05/07/2011,Theft,Laptop,23/04/2014,,07/05/2011,NA,2011
314,313,"Advanced Diagnostic Imaging, P.C.",Healthcare,TN,,705,05/07/2011,Theft,Laptop,23/04/2014,,07/05/2011,NA,2011
315,314,University of Missouri Health Care,Healthcare,MO,,1288,14/06/2011,Unknown,Paper,23/01/2014,,14/06/2011,NA,2011
316,315,Accendo,Insurance,AZ,,175350,01/01/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,01/01/2011,NA,2011
317,316,Ohio Health Plans,Healthcare,OH,"Area Agency on Aging, Ohio District 5",78042,06/03/2011,Theft,Laptop,23/01/2014,,03/06/2011,NA,2011
318,317,"Gail Gillespie and Associates, LLC",Healthcare,LA,,2000,25/06/2011,Theft,E-mail,23/01/2014,,25/06/2011,NA,2011
319,318,Health Plan of San Mateo,Healthcare,CA,,694,25/04/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,25/04/2011,NA,2011
320,319,Department of Health Care Policy and Financing,Healthcare,CO,Department of Personnel and Administration,3589,05/06/2011,Loss,Other,14/02/2014,,06/05/2011,NA,2011
321,320,Yanez Dental Corporation,Dental,CA,,10190,22/05/2011,Theft,Desktop Computer,23/01/2014,,22/05/2011,NA,2011
323,322,The Mount Sinai Hospital,Healthcare,NY,,712,06/07/2011,Theft,Laptop,02/06/2014,"Two unencrypted laptop computers containing the electronic protected health information (ePHI) of 712 individuals were stolen from the covered entity's (CE) office.  The ePHI included names, dates of birth, social security numbers, diagnostic reports, and demographic information.  Upon discovery of the breach, the CE filed a police report to recover the stolen items.  As a result of OCR's investigation, the CE improved physical security by installing an exit alarm lock and surveillance camera, and implementing a policy and procedure requiring managers to monitor inappropriate use of the facility's rear exit.  The CE also inventoried its ePHI systems and adopted and implemented policies and procedures for workstation security, encryption, security awareness and training, electronic devices, and media controls.",07/06/2011,NA,2011
324,323,Troy Regional Medical Center,Healthcare,AL,,880,22/03/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,22/03/2011,NA,2011
325,324,Lansing Community College,Education,MI,AssureCare Risk Management,5000,05/09/2011,Hacking/IT Incident,Network Server,24/03/2014,,09/05/2011,NA,2011
326,325,Dr Axel Velez,Healthcare,PR,,2800,19/06/2011,Theft,Desktop Computer,13/03/2014,,19/06/2011,NA,2011
328,327,Beth Israel Deaconess Medical Center,Healthcare,MA,,2021,17/04/2011,Hacking/IT Incident,Network Server,23/01/2014,,17/04/2011,NA,2011
329,328,"Gypsum Management and Supply, Inc. Medical and Dental Plan",Healthcare,GA,"Assurecare Risk Management, Inc.",25330,05/09/2011,Unauthorized Access/Disclosure,Network Server,23/01/2014,,09/05/2011,NA,2011
330,329,"Andersen Air Force Base, Guam",Military ,VA,,700,13/05/2011,Improper Disposal,Paper,23/01/2014,,13/05/2011,NA,2011
331,330,Molina Medicare,Insurance,CA,"RxAmerica, a subsidiary of CVS Caremark",4573,01/01/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,01/01/2011,NA,2011
332,331,Windsor Health Plan,Healthcare,TN,RxAmerica LLC,1378,03/01/2011,Unauthorized Access/Disclosure,Paper,23/01/2014,,01/03/2011,NA,2011
333,332,Health Care Service Corporation,Healthcare,IL,,501,28/06/2011,Theft,Paper,23/01/2014,,28/06/2011,NA,2011
334,333,University of Kentucky - UK HealthCare,Healthcare,KY,,3604,06/07/2011,Theft,Laptop,23/04/2014,,07/06/2011,NA,2011
